1,49.788,48.246,-5.921,96.082,12.600,31.287,-57.545,-58.331,-91.699,-665,-21.712,-118.084,CL5,CL2,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,-7.854,-48.246,198.437,96.082,-31.685,-67.825,193.886,143.533,76.096,-14.277,-71.126,-21.575,CL5,CL2,CL2,CL0,CL6,CL4,CL6,CL3,CL0,CL4,CL0,CL2,CL0,CL2,CL3,CL0,CL4,CL0,CL0
3,49.788,-48.246,-5.921,96.082,-31.685,-46.725,80.523,-84.732,-162.090,-101.450,-137.983,40.148,CL6,CL0,CL0,CL0,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
4,-95.197,48.246,116.365,96.082,-31.685,-14.882,-80.615,-1.928,59.042,58.489,-137.983,-118.084,CL4,CL0,CL0,CL3,CL5,CL2,CL4,CL2,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0
5,49.788,48.246,198.437,96.082,-31.685,73.545,-163.340,-45.174,-30.172,130.612,-21.712,-21.575,CL4,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0,CL2,CL2,CL0,CL0
6,259.171,48.246,-122.751,24.923,-31.685,-67.825,-30.033,-155.521,203.972,163.088,-137.983,-154.858,CL2,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
7,109.449,-48.246,116.365,-57.009,-31.685,-46.725,-109.207,-45.174,-30.172,93.949,-21.712,7.987,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
8,49.788,-48.246,-173.790,96.082,-31.685,-132.828,193.886,-84.732,-30.172,163.088,19.268,-52.593,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
9,49.788,48.246,-5.921,24.923,-31.685,62.967,257.309,-97.631,76.096,113.407,-137.983,-154.858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
10,182.213,-48.246,116.365,96.082,-31.685,-24.649,332,-142.424,59.042,12.331,-137.983,-84.637,CL6,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
11,-7.854,48.246,45.468,96.082,-31.685,-105.308,80.523,-111.902,-76.096,181.175,19.268,7.987,CL5,CL0,CL1,CL0,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
12,109.449,-48.246,-61.113,-28.519,-31.685,-132.828,332,14.143,-192.595,-52.745,52.975,122.470,CL5,CL1,CL0,CL0,CL6,CL4,CL5,CL2,CL0,CL3,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
13,182.213,48.246,45.468,96.082,-31.685,228.554,16.767,44.585,-162.090,-78.155,129.221,7.987,CL5,CL1,CL0,CL4,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL1,CL6,CL0,CL0
14,182.213,48.246,-5.921,24.923,-31.685,-79.151,80.523,-1.928,94.156,346.436,-71.126,-84.637,CL1,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
15,182.213,48.246,-5.921,96.082,-31.685,-92.104,145.421,44.585,-60.633,163.088,129.221,76.540,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
16,182.213,-48.246,45.468,96.082,-31.685,-205.048,-150.796,-155.521,-107.533,113.407,-71.126,-52.593,CL5,CL2,CL2,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
17,49.788,48.246,-61.113,96.082,-31.685,-155.078,-80.615,-168.062,28.783,75.830,-21.712,-207.848,CL6,CL0,CL0,CL1,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18,109.449,-48.246,-173.790,96.082,-31.685,52.135,-123.177,-31.776,-45.321,-138.502,-137.983,-84.637,CL6,CL1,CL1,CL0,CL6,CL6,CL4,CL1,CL0,CL1,CL0,CL2,CL0,CL1,CL0,CL1,CL6,CL0,CL0
19,182.213,-48.246,45.468,-9.765,-31.685,137.297,-15.487,-17.779,-192.595,-151.840,-71.126,-21.575,CL6,CL2,CL0,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL1,CL0,CL0,CL0
20,49.788,-48.246,-5.921,96.082,-31.685,-34.799,-176.250,-239.883,-192.595,75.830,-137.983,-207.848,CL4,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL6,CL0,CL1,CL0,CL0
21,109.449,-48.246,-5.921,96.082,-31.685,-79.151,80.523,72.330,161.108,-113.788,19.268,-21.575,CL6,CL1,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
22,259.171,-48.246,-243.591,96.082,-31.685,-119.430,47.617,-111.902,-60.633,181.175,-21.712,-118.084,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
23,109.449,-48.246,45.468,96.082,-31.685,41.667,-94.779,-84.732,111.406,-89.891,-71.126,7.987,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
24,109.449,-48.246,-173.790,96.082,-31.685,160.383,-327.393,-127.553,28.783,-101.450,-137.983,-154.858,CL6,CL2,CL1,CL5,CL6,CL2,CL6,CL2,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
25,182.213,-48.246,45.468,96.082,-31.685,-14.882,63.779,124.033,76.096,146.191,-21.712,-52.593,CL5,CL1,CL1,CL1,CL5,CL1,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
26,109.449,-48.246,-61.113,96.082,-31.685,-79.151,-43.999,-127.553,94.156,-665,-21.712,40.148,CL5,CL1,CL2,CL0,CL6,CL1,CL5,CL2,CL0,CL2,CL0,CL0,CL3,CL2,CL0,CL2,CL1,CL0,CL0
27,182.213,48.246,-122.751,24.923,-31.685,-5.188,-163.340,-327.393,-76.096,58.489,19.268,-154.858,CL6,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
28,49.788,-48.246,45.468,96.082,-31.685,52.135,-123.177,-1.928,-1.729,-218.109,186.203,40.148,CL6,CL1,CL1,CL2,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL2,CL0,CL0
29,49.788,48.246,116.365,96.082,-31.685,4.257,-150.796,-71.727,28.783,130.612,19.268,-52.593,CL6,CL0,CL0,CL0,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
30,109.449,-48.246,198.437,96.082,-31.685,-132.828,174.091,88.309,94.156,181.175,-21.712,-52.593,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
31,109.449,-48.246,-173.790,96.082,-31.685,31.287,-80.615,-127.553,-147.955,-65.253,-137.983,7.987,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL1,CL1,CL2,CL0,CL0
32,49.788,48.246,-173.790,-28.519,-31.685,-119.430,-80.615,14.143,-60.633,-665,-137.983,-84.637,CL3,CL0,CL0,CL2,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
33,49.788,-48.246,45.468,96.082,-31.685,-79.151,-123.177,-1.928,43.852,-665,19.268,-84.637,CL6,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
34,-95.197,-48.246,45.468,96.082,-31.685,41.667,-30.033,29.338,128.610,-14.277,-71.126,-154.858,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35,49.788,-48.246,45.468,-57.009,11.440,102.119,63.779,88.309,-290.161,-78.155,52.975,192.173,CL4,CL2,CL1,CL1,CL5,CL2,CL5,CL2,CL1,CL1,CL1,CL2,CL1,CL1,CL1,CL1,CL5,CL0,CL1
36,259.171,-48.246,-243.591,96.082,-31.685,-24.649,-80.615,-263.199,-30.172,-78.155,52.975,-154.858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
37,49.788,-48.246,45.468,96.082,-31.685,-24.649,-57.545,-17.779,-1.729,-151.840,-21.712,-21.575,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
38,182.213,-48.246,-243.591,-57.009,-31.685,31.287,32.197,106.238,13.136,-65.253,52.975,-52.593,CL6,CL1,CL2,CL1,CL6,CL3,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
39,109.449,-48.246,45.468,96.082,-31.685,-155.078,128.610,29.338,-1.729,75.830,-21.712,-84.637,CL6,CL1,CL0,CL0,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
40,259.171,48.246,-5.921,96.082,-31.685,-24.649,-94.779,-111.902,-76.096,41.594,-137.983,-21.575,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL0,CL1,CL0,CL0
41,49.788,-48.246,116.365,96.082,-31.685,4.257,-43.999,-1.928,-207.848,75.830,-71.126,7.987,CL5,CL1,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
42,49.788,48.246,45.468,96.082,-31.685,82.562,332,106.238,181.866,-40.581,-21.712,-21.575,CL4,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
43,49.788,-48.246,116.365,96.082,-31.685,-14.882,-94.779,-127.553,-1.729,-65.253,-21.712,-52.593,CL6,CL0,CL3,CL5,CL6,CL2,CL4,CL6,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL0,CL1,CL0,CL0
44,49.788,-48.246,-5.921,96.082,-31.685,-92.104,-57.545,-31.776,-15.487,-101.450,-21.712,-21.575,CL6,CL2,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0,CL6,CL0,CL0
45,-7.854,-48.246,45.468,96.082,11.440,-105.308,145.421,44.585,128.610,93.949,-21.712,7.987,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
46,-7.854,48.246,45.468,96.082,-31.685,-46.725,47.617,124.033,94.156,163.088,-137.983,-207.848,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
47,109.449,48.246,-61.113,24.923,-31.685,31.287,63.779,-111.902,28.783,146.191,-71.126,-84.637,CL3,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL1
48,109.449,-48.246,116.365,96.082,-31.685,-205.048,80.523,29.338,94.156,113.407,-255.524,-118.084,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
49,109.449,-48.246,-173.790,96.082,-31.685,13.606,-80.615,-31.776,-15.487,-65.253,19.268,-84.637,CL6,CL1,CL1,CL0,CL6,CL5,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
50,-7.854,48.246,116.365,96.082,-22.166,82.562,-57.545,-197.495,-91.699,25.953,52.975,122.470,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
51,49.788,-48.246,116.365,96.082,-31.685,102.119,-15.487,-17.779,-121.213,-665,-71.126,-84.637,CL6,CL1,CL2,CL1,CL6,CL3,CL6,CL2,CL0,CL3,CL0,CL0,CL2,CL1,CL0,CL3,CL6,CL0,CL0
52,109.449,-48.246,-5.921,24.923,-31.685,113.281,96.248,-58.331,-91.699,-192.173,186.203,192.173,CL2,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
53,182.213,48.246,45.468,96.082,-31.685,-14.882,332,-142.424,28.783,-78.155,52.975,-154.858,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
54,109.449,-48.246,116.365,96.082,-31.685,-143.907,-15.487,106.238,28.783,25.953,-21.712,-21.575,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
55,182.213,-48.246,-173.790,96.082,-31.685,4.257,111.406,-58.331,-107.533,-113.788,129.221,122.470,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL6,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL1,CL1,CL0,CL0
56,182.213,48.246,-5.921,96.082,-31.685,4.257,-69.509,-111.902,-45.321,-40.581,-137.983,-207.848,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
57,49.788,48.246,-61.113,96.082,-31.685,4.257,332,-168.062,-1.729,25.953,-137.983,-154.858,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
58,-7.854,48.246,45.468,96.082,-31.685,-58.016,63.779,-197.495,28.783,75.830,-71.126,-52.593,CL1,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
59,109.449,-48.246,-122.751,96.082,-31.685,22.393,63.779,-1.928,-45.321,-40.581,186.203,122.470,CL5,CL1,CL1,CL0,CL6,CL5,CL5,CL5,CL2,CL3,CL1,CL3,CL3,CL1,CL0,CL2,CL6,CL0,CL1
60,109.449,-48.246,45.468,96.082,-31.685,-46.725,-123.177,-127.553,-162.090,-14.277,-137.983,-154.858,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
61,-7.854,48.246,198.437,96.082,-31.685,137.297,32.197,29.338,-30.172,-27.607,-137.983,7.987,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
62,109.449,-48.246,116.365,96.082,-50.212,-221.844,158.487,124.033,13.136,130.612,-137.983,-118.084,CL5,CL1,CL0,CL0,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1
63,-7.854,-48.246,45.468,96.082,-31.685,-58.016,-137.639,-182.919,-134.289,41.594,-137.983,-118.084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
64,109.449,-48.246,45.468,96.082,-31.685,102.119,-30.033,-71.727,-60.633,-665,-137.983,-118.084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
65,109.449,-48.246,198.437,96.082,-31.685,-155.078,47.617,106.238,-45.321,93.949,-137.983,-52.593,CL6,CL1,CL0,CL1,CL6,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
66,49.788,-48.246,-61.113,96.082,-31.685,73.545,47.617,-84.732,111.406,58.489,52.975,-21.575,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
67,109.449,-48.246,-173.790,96.082,-31.685,-105.308,-69.509,-111.902,128.610,41.594,-71.126,-118.084,CL4,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
68,-7.854,-48.246,116.365,96.082,-31.685,-34.799,-30.033,106.238,-91.699,-14.277,88.113,-21.575,CL5,CL1,CL1,CL0,CL6,CL2,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
69,49.788,-48.246,-5.921,-28.519,-31.685,-92.104,332,29.338,-15.487,-27.607,-21.712,7.987,CL5,CL1,CL1,CL0,CL5,CL2,CL6,CL3,CL0,CL2,CL0,CL1,CL1,CL1,CL0,CL1,CL1,CL0,CL0
70,109.449,48.246,-173.790,96.082,-31.685,-5.188,-69.509,-168.062,28.783,-665,-137.983,-84.637,CL6,CL0,CL0,CL6,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
71,-7.854,-48.246,-61.113,96.082,-31.685,-34.799,-30.033,14.143,-192.595,-27.607,52.975,76.540,CL6,CL2,CL1,CL0,CL4,CL2,CL6,CL3,CL0,CL3,CL0,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL1
72,109.449,48.246,-122.751,24.923,-31.685,-46.725,111.406,-31.776,111.406,12.331,-255.524,-84.637,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
73,109.449,-48.246,-122.751,96.082,-31.685,-155.078,96.248,-1.928,43.852,93.949,19.268,40.148,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
74,109.449,-48.246,-5.921,96.082,-31.685,-67.825,-57.545,-31.776,28.783,113.407,-71.126,-21.575,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
75,259.171,48.246,-173.790,96.082,-31.685,-119.430,-176.250,-285.950,-147.955,25.953,52.975,-207.848,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
76,-7.854,-48.246,45.468,96.082,-31.685,-14.882,16.767,-155.521,-76.096,-40.581,52.975,-21.575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
77,109.449,48.246,-143.719,24.923,-31.685,-34.799,-69.509,-155.521,43.852,58.489,-255.524,-207.848,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
78,49.788,-48.246,45.468,96.082,-31.685,13.606,-163.340,-58.331,-121.213,-40.581,-21.712,-207.848,CL3,CL1,CL0,CL0,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
79,49.788,-48.246,-61.113,96.082,-31.685,-79.151,-80.615,-209.015,-162.090,-218.109,-255.524,-118.084,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1
80,49.788,-48.246,-5.921,96.082,-31.685,-34.799,-80.615,-197.495,111.406,-65.253,-21.712,-21.575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
81,259.171,48.246,198.437,24.923,-31.685,4.257,32.197,44.585,-15.487,146.191,-21.712,-21.575,CL6,CL0,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
82,182.213,48.246,45.468,96.082,-31.685,-79.151,-123.177,-1.928,-91.699,-14.277,88.113,40.148,CL5,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
83,182.213,-48.246,116.365,24.923,-31.685,-205.048,145.421,-97.631,59.042,146.191,-21.712,-118.084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
